RowID,ProductName,Category,SubCategory,Revenue,Quantity
28,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,1324.8,9
29,Poly String Tie Envelopes,Office Supplies,Envelopes,68.13,11
30,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,496.24,6
31,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,63.62,8
32,Lumber Crayons,Office Supplies,Art,171.39,6
33,Easy-staple paper,Office Supplies,Paper,2414.14,44
34,GE 30524EE4,Technology,Phones,5291.74,9
35,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Furniture,Furnishings,2863.8,5
36,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Office Supplies,Envelopes,176.29,2
37,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,7539.71,8
38,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,2908.22,8
39,Plantronics HL10 Handset Lifter,Technology,Phones,2227.01,3
40,Panasonic Kx-TS550,Technology,Phones,846.22,7
41,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,872.26,7
42,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,Storage,1051.78,4
43,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Technology,Accessories,248.29,5
44,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,238.33,12
45,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies,Storage,953.81,6
46,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,357.0,8
47,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,261.6,8
48,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,86.0,4
49,Avery 485,Office Supplies,Labels,639.03,8
50,Longer-Life Soft White Bulbs,Furniture,Furnishings,106.57,9
51,"Global Leather Task Chair, Black",Furniture,Chairs,1448.85,8
52,Advantus Push Pins,Office Supplies,Fasteners,54.94,7
53,AT&T CL83451 4-Handset Telephone,Technology,Phones,1936.3,4
54,Home/Office Personal File Carts,Office Supplies,Storage,980.23,7
55,Xerox 232,Office Supplies,Paper,120.53,4
56,Novimex Turbo Task Chair,Furniture,Chairs,1341.51,6
57,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,62.61,3
58,Plastic Binding Combs,Office Supplies,Binders,269.67,5
59,Prang Dustless Chalk Sticks,Office Supplies,Art,38.97,8
60,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,184.54,6
61,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,175.38,7
62,Xerox 1943,Office Supplies,Paper,743.43,4
63,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,338.98,5
64,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,1784.08,9
65,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1113.024,1
66,netTALK DUO VoIP Telephone Service,Technology,Phones,1112.79,7
67,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,1016.79,6
68,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,91.73,8
69,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,99.06,6
70,High-Back Leather Manager's Chair,Furniture,Chairs,4770.65,9
71,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,1322.17,6
72,Safco Industrial Wire Shelving System,Office Supplies,Storage,2511.04,8
73,Economy Binders,Office Supplies,Binders,26.63,3
74,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,100.32,3
75,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,347.31,8
76,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,108.08,4
77,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,2706.08,6
78,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,92.63,5
79,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,81.65,7
80,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,483.42,6
81,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,552.71,4
82,Safco Industrial Wire Shelving,Office Supplies,Storage,1363.06,5
83,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2385.49,7
84,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,207.9,6
85,Avery 511,Office Supplies,Labels,56.68,6
86,Eldon Portable Mobile Manager,Office Supplies,Storage,899.31,9
87,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,37.52,3
88,Xerox 1995,Office Supplies,Paper,95.9,5
89,Xerox 1999,Office Supplies,Paper,98.49,7
90,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,316.48,5
91,Ibico Standard Transparent Covers,Office Supplies,Binders,275.21,9
92,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,142.05,6
93,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,455.07,8
94,Trimflex Flexible Post Binders,Office Supplies,Binders,346.35,4
95,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,436.13,9
96,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,103.86,3
97,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,927.77,6
98,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,31.59,7
99,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,129.17,5
100,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,1154.67,5
101,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,673.87,6
102,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,545.03,7
103,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,194.55,5
104,Speck Products Candyshell Flip Case,Technology,Phones,188.94,4
105,Newell Chalk Holder,Office Supplies,Art,83.42,7
106,Logitech Gaming G510s - Keyboard,Technology,Accessories,2362.72,8
107,Magnifier Swing Arm Lamp,Furniture,Furnishings,251.76,5
108,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,1617.95,10
109,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,116.22,7
110,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,139.62,7
111,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,93.22,7
112,Xerox 1921,Office Supplies,Paper,55.94,3
113,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,570.78,7
114,Hon Racetrack Conference Tables,Furniture,Tables,3963.91,6
115,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,6785.14,8
116,Artistic Insta-Plaque,Furniture,Furnishings,156.8,3
117,"Companion Letter/Legal File, Black",Office Supplies,Storage,611.72,5
118,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,375.73,7
119,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,126.36,3
120,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,8665.21,8
121,Bevis 44 x 96 Conference Tables,Furniture,Tables,3253.22,5
122,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,89.55,9
123,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,1193.81,7
124,"Global Task Chair, Black",Furniture,Chairs,463.1,5
125,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,1304.13,5
126,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,339.84,6
127,Xerox 1916,Office Supplies,Paper,831.98,7
128,Staples,Office Supplies,Fasteners,755.47,46
129,Xerox 195,Office Supplies,Paper,164.33,8
130,Xerox 1880,Office Supplies,Paper,623.74,5
131,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,73.15,5
132,Ideal Clamps,Office Supplies,Fasteners,58.69,8
133,GBC Wire Binding Strips,Office Supplies,Binders,212.65,5
134,Fiskars Softgrip Scissors,Office Supplies,Supplies,307.44,7
135,Newell 343,Office Supplies,Art,65.26,7
136,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,58.65,6
137,Xerox 1911,Office Supplies,Paper,603.54,5
138,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,4476.96,4
139,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,357.95,4
140,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,908.7,6
141,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,599.88,5
142,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,970.98,9
143,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,157.92,1
144,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,1727.07,4
145,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,193.49,4
146,Xerox 1883,Office Supplies,Paper,881.1,7
147,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,436.75,8
148,Newell 311,Office Supplies,Art,61.44,8
149,Avery 519,Office Supplies,Labels,121.35,6
150,Avaya 5420 Digital phone,Technology,Phones,1538.89,3
151,Xerox 1920,Office Supplies,Paper,89.7,4
152,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,367.1,5
153,Staple envelope,Office Supplies,Envelopes,1675.63,47
154,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,174.73,7
155,BIC Brite Liner Highlighters,Office Supplies,Art,86.11,7
156,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,16829.9,4
157,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,3035.21,8
158,SAFCO Arco Folding Chair,Furniture,Chairs,11572.78,13
159,Sanford Liquid Accent Highlighters,Office Supplies,Art,149.63,5
160,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,2883.28,5
161,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,779.87,6
162,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,94.93,3
163,Xerox 1913,Office Supplies,Paper,865.49,5
164,"Global Value Steno Chair, Gray",Furniture,Chairs,2204.85,10
165,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2491.28,5
166,Avery 51,Office Supplies,Labels,95.76,5
167,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,2796.34,6
168,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,1830.14,8
169,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,43.67,3
170,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,45.92,4
171,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,338.12,7
172,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,1926.93,6
173,AT&T TR1909W,Technology,Phones,1738.67,4
174,Nokia Lumia 521 (T-Mobile),Technology,Phones,515.83,5
175,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,275.5,6
176,Avery Poly Binder Pockets,Office Supplies,Binders,78.04,8
177,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,884.0,11
178,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,459.09,8
179,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.08,6
180,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,542.99,10
181,Xerox 205,Office Supplies,Paper,150.34,4
182,4009 Highlighters by Sanford,Office Supplies,Art,171.14,8
183,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,88.9,7
184,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,17.64,3
185,Decoflex Hanging Personal Folder File,Office Supplies,Storage,46.26,1
186,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,102.62,12
187,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,72.25,3
188,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,166.7,4
189,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,1706.26,3
190,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,65.0,4
191,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,1524.53,3
192,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,135.65,5
193,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,1000.72,3
194,"Tennsco Lockers, Gray",Office Supplies,Storage,402.81,6
195,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,1135.02,7
196,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,139.44,5
197,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,2299.74,10
198,Memorex Micro Travel Drive 8 GB,Technology,Accessories,299.0,8
199,Avery 505,Office Supplies,Labels,372.96,7
200,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4886.47,7
201,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,4268.0,2
202,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,1489.33,9
203,Adtran 1202752G1,Technology,Phones,1990.65,5
204,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,92.14,8
205,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,50.14,4
206,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,308.99,6
207,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,2359.94,3
208,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,275.08,7
209,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,30.8,3
210,Bevis 36 x 72 Conference Tables,Furniture,Tables,4332.26,8
211,Rogers Deluxe File Chest,Office Supplies,Storage,444.0,8
212,Global Low Back Tilter Chair,Furniture,Chairs,1746.95,8
213,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,2185.95,9
214,GBC Instant Index System for Binding Systems,Office Supplies,Binders,71.93,5
215,Bush Advantage Collection Round Conference Table,Furniture,Tables,3401.6,4
216,Bretford Rectangular Conference Table Tops,Furniture,Tables,12995.28,12
217,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,1010.78,4
218,Logitech P710e Mobile Speakerphone,Technology,Accessories,10196.61,9
219,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,139.38,8
220,Xerox 1957,Office Supplies,Paper,95.9,6
221,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,3861.05,5
222,Staple-based wall hangings,Furniture,Furnishings,422.29,16
223,PureGear Roll-On Screen Protector,Technology,Phones,571.71,5
224,KI Conference Tables,Furniture,Tables,2140.88,8
225,Eldon 100 Class Desk Accessories,Furniture,Furnishings,36.4,4
226,Safco Steel Mobile File Cart,Office Supplies,Storage,683.55,5
227,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,223.44,7
228,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,8899.24,7
229,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,5707.84,10
230,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,109.58,6
231,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,284.72,4
232,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,1266.72,5
233,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,1400.26,10
234,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,1916.71,5
235,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,96.42,4
236,Safco Industrial Shelving,Office Supplies,Storage,827.12,5
237,Acco 3-Hole Punch,Office Supplies,Binders,137.54,9
238,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,1.624,1
239,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,2519.958,1
240,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,882.1,4
241,Microsoft Sculpt Comfort Mouse,Technology,Accessories,1414.23,9
242,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,80.59,7
243,Bagged Rubber Bands,Office Supplies,Fasteners,23.18,4
244,Safco Commercial Shelving,Office Supplies,Storage,483.71,5
245,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,235.11,4
246,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,7439.85,11
247,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,1409.52,15
248,Regeneration Desk Collection,Furniture,Furnishings,35.9,5
249,Presstex Flexible Ring Binders,Office Supplies,Binders,92.82,8
250,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,106.72,8
251,Newell 330,Office Supplies,Art,59.8,4
252,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,62.61,2
253,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,40.9,3
254,Eldon Simplefile Box Office,Office Supplies,Storage,345.83,8
255,Avery 489,Office Supplies,Labels,159.39,5
256,Round Ring Binders,Office Supplies,Binders,29.95,6
257,Bose SoundLink Bluetooth Speaker,Technology,Phones,2865.6,5
258,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,4544.93,5
259,Microsoft Arc Touch Mouse,Technology,Accessories,359.7,2
260,Xerox 216,Office Supplies,Paper,238.46,8
261,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,496.02,4
262,Premier Automatic Letter Opener,Office Supplies,Supplies,2836.36,5
263,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,46.38,3
264,Avery 512,Office Supplies,Labels,84.39,5
265,Logitech Wireless Gaming Headset G930,Technology,Accessories,1983.88,5
266,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,1426.88,9
267,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,1042.07,6
268,Global Deluxe Office Fabric Chairs,Furniture,Chairs,1420.5,6
269,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,1200.94,5
270,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,1100.4,8
271,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,296.18,8
272,Xerox 223,Office Supplies,Paper,58.32,3
273,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,4384.04,7
274,Xerox 1939,Office Supplies,Paper,417.34,5
275,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,434.56,6
276,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,191.35,7
277,BPI Conference Tables,Furniture,Tables,2241.87,5
278,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,155.44,4
279,Newell 350,Office Supplies,Art,62.32,6
280,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,136.44,4
281,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,1166.44,5
282,Faber Castell Col-Erase Pencils,Office Supplies,Art,37.16,5
283,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,137.17,8
284,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8431.0,8
285,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,167.56,5
286,Avery 509,Office Supplies,Labels,32.36,4
287,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,437.7,4
288,AT&T 1070 Corded Phone,Technology,Phones,1070.3,3
289,Xerox 21,Office Supplies,Paper,124.42,7
290,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,873.64,7
291,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,4619.99,11
292,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,3991.98,1
293,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,1890.0,7
294,OIC Binder Clips,Office Supplies,Fasteners,128.16,7
295,Logitech Wireless Headset h800,Technology,Accessories,2799.72,6
296,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,143.93,6
297,Aastra 57i VoIP phone,Technology,Phones,3426.14,6
298,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,1125.14,7
299,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,5282.42,6
300,Round Specialty Laser Printer Labels,Office Supplies,Labels,421.01,6
301,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,780.45,14
302,AT&T 841000 Phone,Technology,Phones,1614.6,7
303,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,86.35,3
304,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,41.35,7
305,Storex Dura Pro Binders,Office Supplies,Binders,278.58,17
306,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,18839.68,8
307,Avery Non-Stick Binders,Office Supplies,Binders,217.31,20
308,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,80.5,9
309,Hon 5100 Series Wood Tables,Furniture,Tables,5965.08,7
310,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,15.62,5
311,Newell 314,Office Supplies,Art,118.29,7
312,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,197.8,5
313,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,123.12,6
314,Xerox 1881,Office Supplies,Paper,454.36,12
315,Acco Hanging Data Binders,Office Supplies,Binders,41.92,7
316,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,17965.07,6
317,Sauder Barrister Bookcases,Furniture,Bookcases,754.73,3
318,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,41.3,4
319,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,110.76,7
320,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,227.04,8
321,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,647.84,1
322,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,277.38,7
323,Global Ergonomic Managers Chair,Furniture,Chairs,6008.54,11
324,Newell 333,Office Supplies,Art,86.74,11
325,Eldon Wave Desk Accessories,Furniture,Furnishings,266.73,14
326,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,100.92,5
327,Staple remover,Office Supplies,Supplies,263.09,18
328,Pizazz Global Quick File,Office Supplies,Storage,353.29,6
329,Xerox 1930,Office Supplies,Paper,138.67,5
330,File Shuttle I and Handi-File,Office Supplies,Storage,262.66,3
331,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,2623.84,5
332,Newell 324,Office Supplies,Art,228.69,6
333,Microsoft Natural Keyboard Elite,Technology,Accessories,1497.0,4
334,Xerox 1960,Office Supplies,Paper,879.83,6
335,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,5801.82,5
336,Holmes Odor Grabber,Office Supplies,Appliances,357.62,8
337,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,113.2,4
338,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,269.41,9
339,Southworth Structures Collection,Office Supplies,Paper,72.8,2
340,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,334.37,7
341,Sony 32GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,251.4,4
342,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables,4334.83,6
