RowID,ProductName,Category,SubCategory,Revenue,Quantity
49,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Office Supplies,Binders,86.0,4
50,Avery 485,Office Supplies,Labels,639.03,8
51,Longer-Life Soft White Bulbs,Furniture,Furnishings,106.57,9
52,"Global Leather Task Chair, Black",Furniture,Chairs,1448.85,8
53,Advantus Push Pins,Office Supplies,Fasteners,54.94,7
54,AT&T CL83451 4-Handset Telephone,Technology,Phones,1936.3,4
55,Home/Office Personal File Carts,Office Supplies,Storage,980.23,7
56,Xerox 232,Office Supplies,Paper,120.53,4
57,Novimex Turbo Task Chair,Furniture,Chairs,1341.51,6
58,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,62.61,3
59,Plastic Binding Combs,Office Supplies,Binders,269.67,5
60,Prang Dustless Chalk Sticks,Office Supplies,Art,38.97,8
61,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,184.54,6
62,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,Binders,175.38,7
63,Xerox 1943,Office Supplies,Paper,743.43,4
64,Luxo Economy Swing Arm Lamp,Furniture,Furnishings,338.98,5
65,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,1784.08,9
66,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1113.024,1
67,netTALK DUO VoIP Telephone Service,Technology,Phones,1112.79,7
68,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,1016.79,6
69,Avery Binding System Hidden Tab Executive Style Index Sets,Office Supplies,Binders,91.73,8
70,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Office Supplies,Paper,99.06,6
71,High-Back Leather Manager's Chair,Furniture,Chairs,4770.65,9
72,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,1322.17,6
73,Safco Industrial Wire Shelving System,Office Supplies,Storage,2511.04,8
74,Economy Binders,Office Supplies,Binders,26.63,3
75,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,100.32,3
76,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,347.31,8
77,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,Furnishings,108.08,4
78,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,2706.08,6
79,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,92.63,5
80,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,81.65,7
81,"Sortfiler Multipurpose Personal File Organizer, Black",Office Supplies,Storage,483.42,6
82,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Office Supplies,Envelopes,552.71,4
83,Safco Industrial Wire Shelving,Office Supplies,Storage,1363.06,5
84,Novimex Swivel Fabric Task Chair,Furniture,Chairs,2385.49,7
85,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Technology,Accessories,207.9,6
86,Avery 511,Office Supplies,Labels,56.68,6
87,Eldon Portable Mobile Manager,Office Supplies,Storage,899.31,9
88,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,37.52,3
89,Xerox 1995,Office Supplies,Paper,95.9,5
90,Xerox 1999,Office Supplies,Paper,98.49,7
91,"Seth Thomas 13 1/2"" Wall Clock",Furniture,Furnishings,316.48,5
92,Ibico Standard Transparent Covers,Office Supplies,Binders,275.21,9
93,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,142.05,6
94,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,455.07,8
95,Trimflex Flexible Post Binders,Office Supplies,Binders,346.35,4
96,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,436.13,9
97,Avery Personal Creations Heavyweight Cards,Office Supplies,Paper,103.86,3
98,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,927.77,6
99,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,31.59,7
100,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Office Supplies,Paper,129.17,5
101,Logitech K350 2.4Ghz Wireless Keyboard,Technology,Accessories,1154.67,5
102,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,673.87,6
103,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,545.03,7
104,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,194.55,5
105,Speck Products Candyshell Flip Case,Technology,Phones,188.94,4
106,Newell Chalk Holder,Office Supplies,Art,83.42,7
107,Logitech Gaming G510s - Keyboard,Technology,Accessories,2362.72,8
108,Magnifier Swing Arm Lamp,Furniture,Furnishings,251.76,5
109,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Office Supplies,Art,1617.95,10
110,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,116.22,7
111,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,139.62,7
112,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,Envelopes,93.22,7
113,Xerox 1921,Office Supplies,Paper,55.94,3
114,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Envelopes,570.78,7
115,Hon Racetrack Conference Tables,Furniture,Tables,3963.91,6
116,GBC DocuBind 300 Electric Binding Machine,Office Supplies,Binders,6785.14,8
117,Artistic Insta-Plaque,Furniture,Furnishings,156.8,3
118,"Companion Letter/Legal File, Black",Office Supplies,Storage,611.72,5
119,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,375.73,7
120,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones,126.36,3
121,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,8665.21,8
122,Bevis 44 x 96 Conference Tables,Furniture,Tables,3253.22,5
123,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,89.55,9
124,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,1193.81,7
125,"Global Task Chair, Black",Furniture,Chairs,463.1,5
126,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,1304.13,5
127,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,339.84,6
128,Xerox 1916,Office Supplies,Paper,831.98,7
129,Staples,Office Supplies,Fasteners,755.47,46
130,Xerox 195,Office Supplies,Paper,164.33,8
131,Xerox 1880,Office Supplies,Paper,623.74,5
132,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,73.15,5
133,Ideal Clamps,Office Supplies,Fasteners,58.69,8
134,GBC Wire Binding Strips,Office Supplies,Binders,212.65,5
135,Fiskars Softgrip Scissors,Office Supplies,Supplies,307.44,7
136,Newell 343,Office Supplies,Art,65.26,7
137,Convenience Packs of Business Envelopes,Office Supplies,Envelopes,58.65,6
138,Xerox 1911,Office Supplies,Paper,603.54,5
139,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,Appliances,4476.96,4
140,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,Furnishings,357.95,4
141,Plantronics Cordless Phone Headset with In-line Volume - M214C,Technology,Phones,908.7,6
142,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,599.88,5
143,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,970.98,9
144,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Office Supplies,Appliances,157.92,1
145,Jabra BIZ 2300 Duo QD Duo Corded Headset,Technology,Phones,1727.07,4
146,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,193.49,4
147,Xerox 1883,Office Supplies,Paper,881.1,7
148,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,Storage,436.75,8
149,Newell 311,Office Supplies,Art,61.44,8
150,Avery 519,Office Supplies,Labels,121.35,6
151,Avaya 5420 Digital phone,Technology,Phones,1538.89,3
152,Xerox 1920,Office Supplies,Paper,89.7,4
153,Lenovo 17-Key USB Numeric Keypad,Technology,Accessories,367.1,5
154,Staple envelope,Office Supplies,Envelopes,1675.63,47
155,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,174.73,7
156,BIC Brite Liner Highlighters,Office Supplies,Art,86.11,7
157,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,16829.9,4
158,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,3035.21,8
159,SAFCO Arco Folding Chair,Furniture,Chairs,11572.78,13
160,Sanford Liquid Accent Highlighters,Office Supplies,Art,149.63,5
161,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances,2883.28,5
162,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,779.87,6
163,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,94.93,3
164,Xerox 1913,Office Supplies,Paper,865.49,5
165,"Global Value Steno Chair, Gray",Furniture,Chairs,2204.85,10
166,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances,2491.28,5
167,Avery 51,Office Supplies,Labels,95.76,5
168,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,2796.34,6
169,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,1830.14,8
170,Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,43.67,3
171,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,45.92,4
172,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,338.12,7
173,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,1926.93,6
174,AT&T TR1909W,Technology,Phones,1738.67,4
175,Nokia Lumia 521 (T-Mobile),Technology,Phones,515.83,5
176,HP Standard 104 key PS/2 Keyboard,Technology,Accessories,275.5,6
177,Avery Poly Binder Pockets,Office Supplies,Binders,78.04,8
178,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,884.0,11
179,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage,459.09,8
180,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,5184.08,6
181,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,542.99,10
182,Xerox 205,Office Supplies,Paper,150.34,4
183,4009 Highlighters by Sanford,Office Supplies,Art,171.14,8
184,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,88.9,7
185,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,17.64,3
186,Decoflex Hanging Personal Folder File,Office Supplies,Storage,46.26,1
187,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,102.62,12
188,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper,72.25,3
189,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,166.7,4
190,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,1706.26,3
191,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,65.0,4
192,Eureka Sanitaire  Commercial Upright,Office Supplies,Appliances,1524.53,3
193,"Eldon 200 Class Desk Accessories, Burgundy",Furniture,Furnishings,135.65,5
194,Nortel Business Series Terminal T7208 Digital phone,Technology,Phones,1000.72,3
195,"Tennsco Lockers, Gray",Office Supplies,Storage,402.81,6
196,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Technology,Phones,1135.02,7
197,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,139.44,5
198,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,2299.74,10
199,Memorex Micro Travel Drive 8 GB,Technology,Accessories,299.0,8
200,Avery 505,Office Supplies,Labels,372.96,7
201,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,4886.47,7
202,Cisco 9971 IP Video Phone Charcoal,Technology,Machines,4268.0,2
203,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,1489.33,9
204,Adtran 1202752G1,Technology,Phones,1990.65,5
205,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,92.14,8
206,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Office Supplies,Paper,50.14,4
207,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,308.99,6
208,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,2359.94,3
209,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,275.08,7
210,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,30.8,3
211,Bevis 36 x 72 Conference Tables,Furniture,Tables,4332.26,8
212,Rogers Deluxe File Chest,Office Supplies,Storage,444.0,8
213,Global Low Back Tilter Chair,Furniture,Chairs,1746.95,8
214,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,2185.95,9
215,GBC Instant Index System for Binding Systems,Office Supplies,Binders,71.93,5
216,Bush Advantage Collection Round Conference Table,Furniture,Tables,3401.6,4
217,Bretford Rectangular Conference Table Tops,Furniture,Tables,12995.28,12
218,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,1010.78,4
219,Logitech P710e Mobile Speakerphone,Technology,Accessories,10196.61,9
220,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,139.38,8
221,Xerox 1957,Office Supplies,Paper,95.9,6
222,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,3861.05,5
223,Staple-based wall hangings,Furniture,Furnishings,422.29,16
224,PureGear Roll-On Screen Protector,Technology,Phones,571.71,5
225,KI Conference Tables,Furniture,Tables,2140.88,8
226,Eldon 100 Class Desk Accessories,Furniture,Furnishings,36.4,4
227,Safco Steel Mobile File Cart,Office Supplies,Storage,683.55,5
228,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,223.44,7
229,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,8899.24,7
230,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,5707.84,10
231,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,Paper,109.58,6
232,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,284.72,4
233,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes,1266.72,5
234,"Belkin 19"" Vented Equipment Shelf, Black",Office Supplies,Storage,1400.26,10
235,Logitech Mobile Speakerphone P710e - speaker phone,Technology,Phones,1916.71,5
236,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories,96.42,4
237,Safco Industrial Shelving,Office Supplies,Storage,827.12,5
238,Acco 3-Hole Punch,Office Supplies,Binders,137.54,9
239,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,1.624,1
240,Xerox WorkCentre 6505DN Laser Multifunction Printer,Technology,Machines,2519.958,1
241,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,882.1,4
242,Microsoft Sculpt Comfort Mouse,Technology,Accessories,1414.23,9
243,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,80.59,7
244,Bagged Rubber Bands,Office Supplies,Fasteners,23.18,4
245,Safco Commercial Shelving,Office Supplies,Storage,483.71,5
246,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Office Supplies,Envelopes,235.11,4
247,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,7439.85,11
248,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,1409.52,15
249,Regeneration Desk Collection,Furniture,Furnishings,35.9,5
250,Presstex Flexible Ring Binders,Office Supplies,Binders,92.82,8
251,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,106.72,8
252,Newell 330,Office Supplies,Art,59.8,4
253,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,62.61,2
254,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,Paper,40.9,3
255,Eldon Simplefile Box Office,Office Supplies,Storage,345.83,8
256,Avery 489,Office Supplies,Labels,159.39,5
257,Round Ring Binders,Office Supplies,Binders,29.95,6
258,Bose SoundLink Bluetooth Speaker,Technology,Phones,2865.6,5
259,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,4544.93,5
260,Microsoft Arc Touch Mouse,Technology,Accessories,359.7,2
261,Xerox 216,Office Supplies,Paper,238.46,8
262,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,496.02,4
263,Premier Automatic Letter Opener,Office Supplies,Supplies,2836.36,5
264,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,46.38,3
265,Avery 512,Office Supplies,Labels,84.39,5
266,Logitech Wireless Gaming Headset G930,Technology,Accessories,1983.88,5
267,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,1426.88,9
268,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,1042.07,6
269,Global Deluxe Office Fabric Chairs,Furniture,Chairs,1420.5,6
270,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,1200.94,5
271,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,1100.4,8
272,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,296.18,8
273,Xerox 223,Office Supplies,Paper,58.32,3
274,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,4384.04,7
275,Xerox 1939,Office Supplies,Paper,417.34,5
276,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,434.56,6
277,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Binders,191.35,7
278,BPI Conference Tables,Furniture,Tables,2241.87,5
279,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,155.44,4
280,Newell 350,Office Supplies,Art,62.32,6
281,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Office Supplies,Binders,136.44,4
282,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,1166.44,5
283,Faber Castell Col-Erase Pencils,Office Supplies,Art,37.16,5
284,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,137.17,8
285,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8431.0,8
286,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,167.56,5
287,Avery 509,Office Supplies,Labels,32.36,4
288,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Furniture,Furnishings,437.7,4
289,AT&T 1070 Corded Phone,Technology,Phones,1070.3,3
290,Xerox 21,Office Supplies,Paper,124.42,7
291,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,873.64,7
292,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,4619.99,11
293,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,Technology,Machines,3991.98,1
294,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,Technology,Accessories,1890.0,7
295,OIC Binder Clips,Office Supplies,Fasteners,128.16,7
296,Logitech Wireless Headset h800,Technology,Accessories,2799.72,6
297,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,143.93,6
298,Aastra 57i VoIP phone,Technology,Phones,3426.14,6
299,"File Shuttle II and Handi-File, Black",Office Supplies,Storage,1125.14,7
300,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,5282.42,6
301,Round Specialty Laser Printer Labels,Office Supplies,Labels,421.01,6
302,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,780.45,14
303,AT&T 841000 Phone,Technology,Phones,1614.6,7
304,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,86.35,3
305,Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,41.35,7
306,Storex Dura Pro Binders,Office Supplies,Binders,278.58,17
307,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers,18839.68,8
308,Avery Non-Stick Binders,Office Supplies,Binders,217.31,20
309,Tuff Stuff Recycled Round Ring Binders,Office Supplies,Binders,80.5,9
310,Hon 5100 Series Wood Tables,Furniture,Tables,5965.08,7
311,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",Office Supplies,Fasteners,15.62,5
312,Newell 314,Office Supplies,Art,118.29,7
313,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,197.8,5
314,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,123.12,6
315,Xerox 1881,Office Supplies,Paper,454.36,12
316,Acco Hanging Data Binders,Office Supplies,Binders,41.92,7
317,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,17965.07,6
318,Sauder Barrister Bookcases,Furniture,Bookcases,754.73,3
319,"#10 Gummed Flap White Envelopes, 100/Box",Office Supplies,Envelopes,41.3,4
320,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,110.76,7
321,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,Paper,227.04,8
322,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Office Supplies,Appliances,647.84,1
323,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,277.38,7
324,Global Ergonomic Managers Chair,Furniture,Chairs,6008.54,11
325,Newell 333,Office Supplies,Art,86.74,11
326,Eldon Wave Desk Accessories,Furniture,Furnishings,266.73,14
327,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,100.92,5
328,Staple remover,Office Supplies,Supplies,263.09,18
329,Pizazz Global Quick File,Office Supplies,Storage,353.29,6
330,Xerox 1930,Office Supplies,Paper,138.67,5
331,File Shuttle I and Handi-File,Office Supplies,Storage,262.66,3
332,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,2623.84,5
333,Newell 324,Office Supplies,Art,228.69,6
334,Microsoft Natural Keyboard Elite,Technology,Accessories,1497.0,4
335,Xerox 1960,Office Supplies,Paper,879.83,6
336,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture,Tables,5801.82,5
337,Holmes Odor Grabber,Office Supplies,Appliances,357.62,8
338,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,113.2,4
339,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,269.41,9
340,Southworth Structures Collection,Office Supplies,Paper,72.8,2
341,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,334.37,7
